pricing_id,room_id,price,service_fee,effective_from
73830,41777093,1194 ,239 ,2026-01-25
73831,41777645,103 ,21 ,2026-01-25
73832,41778197,1054 ,211 ,2026-01-25
73833,41778750,1064 ,213 ,2026-01-25
73834,41779302,960 ,192 ,2026-01-25
73835,41779854,896 ,179 ,2026-01-25
73836,41780407,317 ,63 ,2026-01-25
73837,41780959,207 ,41 ,2026-01-25
73838,41781511,891 ,178 ,2026-01-25
73839,41782063,812 ,162 ,2026-01-25
73840,41782616,808 ,162 ,2026-01-25
73841,41783168,1157 ,231 ,2026-01-25
73842,41783720,1076 ,215 ,2026-01-25
73843,41784273,941 ,188 ,2026-01-25
73844,41784825,464 ,93 ,2026-01-25
73845,41785377,580 ,116 ,2026-01-25
73846,41785930,306 ,61 ,2026-01-25
73847,41786482,1160 ,232 ,2026-01-25
73848,41787034,1105 ,221 ,2026-01-25
73849,41787586,971 ,194 ,2026-01-25
73850,41788139,125 ,25 ,2026-01-25
73851,41788691,435 ,87 ,2026-01-25
73852,41789243,412 ,82 ,2026-01-25
73853,41789796,1184 ,237 ,2026-01-25
73854,41790348,230 ,46 ,2026-01-25
73855,41790900,1096 ,219 ,2026-01-25
73856,41791453,379 ,76 ,2026-01-25
73857,41792005,937 ,187 ,2026-01-25
73858,41792557,1134 ,227 ,2026-01-25
73859,41793109,470 ,94 ,2026-01-25
73860,41793662,835 ,167 ,2026-01-25
73861,41794214,1133 ,227 ,2026-01-25
73862,41794766,699 ,140 ,2026-01-25
73863,41795319,577 ,115 ,2026-01-25
73864,41795871,297 ,59 ,2026-01-25
73865,41796423,617 ,123 ,2026-01-25
73866,41796976,71 ,14 ,2026-01-25
73867,41797528,939 ,188 ,2026-01-25
73868,41798080,580 ,116 ,2026-01-25
73869,41798632,648 ,130 ,2026-01-25
73870,41799185,1193 ,239 ,2026-01-25
73871,41799737,528 ,106 ,2026-01-25
73872,41800289,951 ,190 ,2026-01-25
73873,41800842,919 ,184 ,2026-01-25
73874,41801394,873 ,175 ,2026-01-25
73875,41801946,266 ,53 ,2026-01-25
73876,41802499,983 ,197 ,2026-01-25
73877,41803051,790 ,158 ,2026-01-25
73878,41803603,607 ,121 ,2026-01-25
73879,41804155,450 ,90 ,2026-01-25
73880,41804708,690 ,138 ,2026-01-25
73881,41805260,888 ,178 ,2026-01-25
73882,41805812,1178 ,236 ,2026-01-25
73883,41806365,443 ,89 ,2026-01-25
73884,41806917,1061 ,212 ,2026-01-25
73885,41807469,969 ,194 ,2026-01-25
73886,41808022,874 ,175 ,2026-01-25
73887,41808574,934 ,187 ,2026-01-25
73888,41809126,487 ,97 ,2026-01-25
73889,41809678,439 ,88 ,2026-01-25
73890,41810231,1076 ,215 ,2026-01-25
73891,41810783,870 ,174 ,2026-01-25
73892,41811335,563 ,113 ,2026-01-25
73893,41811888,203 ,41 ,2026-01-25
73894,41812440,604 ,121 ,2026-01-25
73895,41812992,1115 ,223 ,2026-01-25
73896,41813545,1009 ,202 ,2026-01-25
73897,41814097,513 ,103 ,2026-01-25
73898,41814649,1163 ,233 ,2026-01-25
73899,41815201,1044 ,209 ,2026-01-25
73900,41815754,899 ,180 ,2026-01-25
73901,41816306,773 ,155 ,2026-01-25
73902,41816858,139 ,28 ,2026-01-25
73903,41817411,148 ,30 ,2026-01-25
73904,41817963,962 ,192 ,2026-01-25
73905,41818515,675 ,135 ,2026-01-25
73906,41819068,394 ,79 ,2026-01-25
73907,41819620,375 ,75 ,2026-01-25
73908,41820172,576 ,115 ,2026-01-25
73909,41820724,299 ,60 ,2026-01-25
73910,41821277,257 ,51 ,2026-01-25
73911,41821829,262 ,52 ,2026-01-25
73912,41822381,905 ,181 ,2026-01-25
73913,41822934,926 ,185 ,2026-01-25
73914,41823486,226 ,45 ,2026-01-25
73915,41824038,1082 ,216 ,2026-01-25
73916,41824591,546 ,109 ,2026-01-25
73917,41825143,243 ,49 ,2026-01-25
73918,41825695,740 ,148 ,2026-01-25
73919,41826247,455 ,91 ,2026-01-25
73920,41826800,934 ,187 ,2026-01-25
73921,41827352,182 ,36 ,2026-01-25
73922,41827904,199 ,40 ,2026-01-25
73923,41828457,908 ,182 ,2026-01-25
73924,41829009,303 ,61 ,2026-01-25
73925,41829561,928 ,186 ,2026-01-25
73926,41830114,918 ,184 ,2026-01-25
73927,41830666,390 ,78 ,2026-01-25
73928,41831218,333 ,67 ,2026-01-25
73929,41831770,709 ,142 ,2026-01-25
73930,41832323,343 ,69 ,2026-01-25
73931,41832875,699 ,140 ,2026-01-25
73932,41833427,1013 ,203 ,2026-01-25
73933,41833980,784 ,157 ,2026-01-25
73934,41834532,640 ,128 ,2026-01-25
73935,41835084,956 ,191 ,2026-01-25
73936,41835637,261 ,52 ,2026-01-25
73937,41836189,94 ,19 ,2026-01-25
73938,41836741,1185 ,237 ,2026-01-25
73939,41837293,1145 ,229 ,2026-01-25
73940,41837846,1188 ,238 ,2026-01-25
73941,41838398,398 ,80 ,2026-01-25
73942,41838950,1183 ,237 ,2026-01-25
73943,41839503,755 ,151 ,2026-01-25
73944,41840055,1127 ,225 ,2026-01-25
73945,41840607,565 ,113 ,2026-01-25
73946,41841160,211 ,42 ,2026-01-25
73947,41841712,467 ,93 ,2026-01-25
73948,41842264,894 ,179 ,2026-01-25
73949,41842816,270 ,54 ,2026-01-25
73950,41843369,843 ,169 ,2026-01-25
73951,41843921,370 ,74 ,2026-01-25
73952,41844473,1142 ,228 ,2026-01-25
73953,41845026,174 ,35 ,2026-01-25
73954,41845578,939 ,188 ,2026-01-25
73955,41846130,163 ,33 ,2026-01-25
73956,41846683,188 ,38 ,2026-01-25
73957,41847235,304 ,61 ,2026-01-25
73958,41847787,483 ,97 ,2026-01-25
73959,41848339,503 ,101 ,2026-01-25
73960,41848892,916 ,183 ,2026-01-25
73961,41849444,715 ,143 ,2026-01-25
73962,41849996,790 ,158 ,2026-01-25
73963,41850549,640 ,128 ,2026-01-25
73964,41851101,775 ,155 ,2026-01-25
73965,41851653,507 ,101 ,2026-01-25
73966,41852206,934 ,187 ,2026-01-25
73967,41852758,616 ,123 ,2026-01-25
73968,41853310,1119 ,224 ,2026-01-25
73969,41853862,1105 ,221 ,2026-01-25
73970,41854415,102 ,20 ,2026-01-25
73971,41854967,946 ,189 ,2026-01-25
73972,41855519,152 ,30 ,2026-01-25
73973,41856072,303 ,61 ,2026-01-25
73974,41856624,962 ,192 ,2026-01-25
73975,41857176,757 ,151 ,2026-01-25
73976,41857729,295 ,59 ,2026-01-25
73977,41858281,1046 ,209 ,2026-01-25
73978,41858833,503 ,101 ,2026-01-25
73979,41859385,588 ,118 ,2026-01-25
73980,41859938,217 ,43 ,2026-01-25
73981,41860490,258 ,52 ,2026-01-25
73982,41861042,1030 ,206 ,2026-01-25
73983,41861595,1138 ,228 ,2026-01-25
73984,41862147,785 ,157 ,2026-01-25
73985,41862699,1167 ,233 ,2026-01-25
73986,41863252,62 ,12 ,2026-01-25
73987,41863804,728 ,146 ,2026-01-25
73988,41864356,325 ,65 ,2026-01-25
73989,41864908,733 ,147 ,2026-01-25
73990,41865461,168 ,34 ,2026-01-25
73991,41866013,155 ,31 ,2026-01-25
73992,41866565,524 ,105 ,2026-01-25
73993,41867118,451 ,90 ,2026-01-25
73994,41867670,620 ,124 ,2026-01-25
73995,41868222,666 ,133 ,2026-01-25
73996,41868775,1022 ,204 ,2026-01-25
73997,41869327,566 ,113 ,2026-01-25
73998,41869879,509 ,102 ,2026-01-25
73999,41870431,121 ,24 ,2026-01-25
74000,41870984,1159 ,232 ,2026-01-25
74001,41871536,738 ,148 ,2026-01-25
74002,41872088,863 ,173 ,2026-01-25
74003,41872641,846 ,169 ,2026-01-25
74004,41873193,945 ,189 ,2026-01-25
74005,41873745,647 ,129 ,2026-01-25
74006,41874298,448 ,90 ,2026-01-25
74007,41874850,976 ,195 ,2026-01-25
74008,41875402,673 ,135 ,2026-01-25
74009,41875954,405 ,81 ,2026-01-25
74010,41876507,1191 ,238 ,2026-01-25
74011,41877059,585 ,117 ,2026-01-25
74012,41877611,96 ,19 ,2026-01-25
74013,41878164,934 ,187 ,2026-01-25
74014,41878716,1015 ,203 ,2026-01-25
74015,41879268,973 ,195 ,2026-01-25
74016,41879821,678 ,136 ,2026-01-25
74017,41880373,238 ,48 ,2026-01-25
74018,41880925,643 ,129 ,2026-01-25
74019,41881477,993 ,199 ,2026-01-25
74020,41882030,492 ,98 ,2026-01-25
74021,41882582,475 ,95 ,2026-01-25
74022,41883134,496 ,99 ,2026-01-25
74023,41883687,1077 ,215 ,2026-01-25
74024,41884239,234 ,47 ,2026-01-25
74025,41884791,436 ,87 ,2026-01-25
74026,41885344,205 ,41 ,2026-01-25
74027,41885896,742 ,148 ,2026-01-25
74028,41886448,537 ,107 ,2026-01-25
74029,41887000,71 ,14 ,2026-01-25
74030,41887553,580 ,116 ,2026-01-25
74031,41888105,888 ,178 ,2026-01-25
74032,41888657,1084 ,217 ,2026-01-25
74033,41889210,889 ,178 ,2026-01-25
74034,41889762,542 ,108 ,2026-01-25
74035,41890314,1130 ,226 ,2026-01-25
74036,41890867,1184 ,237 ,2026-01-25
74037,41891419,1176 ,235 ,2026-01-25
74038,41891971,466 ,93 ,2026-01-25
74039,41892523,254 ,51 ,2026-01-25
74040,41893076,445 ,89 ,2026-01-25
74041,41893628,162 ,32 ,2026-01-25
74042,41894180,107 ,21 ,2026-01-25
74043,41894733,645 ,129 ,2026-01-25
74044,41895285,164 ,33 ,2026-01-25
74045,41895837,695 ,139 ,2026-01-25
74046,41896390,351 ,70 ,2026-01-25
74047,41896942,409 ,82 ,2026-01-25
74048,41897494,196 ,39 ,2026-01-25
74049,41898046,724 ,145 ,2026-01-25
74050,41898599,179 ,36 ,2026-01-25
74051,41899151,1041 ,208 ,2026-01-25
74052,41899703,825 ,165 ,2026-01-25
74053,41900256,1116 ,223 ,2026-01-25
74054,41900808,569 ,114 ,2026-01-25
74055,41901360,318 ,64 ,2026-01-25
74056,41901913,343 ,69 ,2026-01-25
74057,41902465,385 ,77 ,2026-01-25
74058,41903017,477 ,95 ,2026-01-25
74059,41903569,103 ,21 ,2026-01-25
74060,41904122,903 ,181 ,2026-01-25
74061,41904674,856 ,171 ,2026-01-25
74062,41905226,820 ,164 ,2026-01-25
74063,41905779,650 ,130 ,2026-01-25
74064,41906331,502 ,100 ,2026-01-25
74065,41906883,267 ,53 ,2026-01-25
74066,41907436,743 ,149 ,2026-01-25
74067,41907988,659 ,132 ,2026-01-25
74068,41908540,132 ,26 ,2026-01-25
74069,41909092,193 ,39 ,2026-01-25
74070,41909645,646 ,129 ,2026-01-25
74071,41910197,230 ,46 ,2026-01-25
74072,41910749,746 ,149 ,2026-01-25
74073,41911302,356 ,71 ,2026-01-25
74074,41911854,472 ,94 ,2026-01-25
74075,41912406,79 ,16 ,2026-01-25
74076,41912959,759 ,152 ,2026-01-25
74077,41913511,1088 ,218 ,2026-01-25
74078,41914063,1078 ,216 ,2026-01-25
74079,41914615,1192 ,238 ,2026-01-25
74080,41915168,613 ,123 ,2026-01-25
74081,41915720,644 ,129 ,2026-01-25
74082,41916272,111 ,22 ,2026-01-25
74083,41916825,451 ,90 ,2026-01-25
74084,41917377,540 ,108 ,2026-01-25
74085,41917929,1006 ,201 ,2026-01-25
74086,41918482,189 ,38 ,2026-01-25
74087,41919034,110 ,22 ,2026-01-25
74088,41919586,1027 ,205 ,2026-01-25
74089,41920138,1083 ,217 ,2026-01-25
74090,41920691,1068 ,214 ,2026-01-25
74091,41921243,78 ,16 ,2026-01-25
74092,41921795,728 ,146 ,2026-01-25
74093,41922348,685 ,137 ,2026-01-25
74094,41922900,660 ,132 ,2026-01-25
74095,41923452,1056 ,211 ,2026-01-25
74096,41924005,673 ,135 ,2026-01-25
74097,41924557,168 ,34 ,2026-01-25
74098,41925109,1059 ,212 ,2026-01-25
74099,41925661,245 ,49 ,2026-01-25
74100,41926214,338 ,68 ,2026-01-25
74101,41926766,564 ,113 ,2026-01-25
74102,41927318,966 ,193 ,2026-01-25
74103,41927871,489 ,98 ,2026-01-25
74104,41928423,276 ,55 ,2026-01-25
74105,41928975,401 ,80 ,2026-01-25
74106,41929528,665 ,133 ,2026-01-25
74107,41930080,1055 ,211 ,2026-01-25
74108,41930632,233 ,47 ,2026-01-25
74109,41931184,932 ,186 ,2026-01-25
74110,41931737,924 ,185 ,2026-01-25
74111,41932289,406 ,81 ,2026-01-25
74112,41932841,399 ,80 ,2026-01-25
74113,41933394,319 ,64 ,2026-01-25
74114,41933946,808 ,162 ,2026-01-25
74115,41934498,1043 ,209 ,2026-01-25
74116,41935051,1084 ,217 ,2026-01-25
74117,41935603,604 ,121 ,2026-01-25
74118,41936155,1129 ,226 ,2026-01-25
74119,41936707,109 ,22 ,2026-01-25
74120,41937260,1169 ,234 ,2026-01-25
74121,41937812,780 ,156 ,2026-01-25
74122,41938364,563 ,113 ,2026-01-25
74123,41938917,1018 ,204 ,2026-01-25
74124,41939469,824 ,165 ,2026-01-25
74125,41940021,790 ,158 ,2026-01-25
74126,41940574,1087 ,217 ,2026-01-25
74127,41941126,1034 ,207 ,2026-01-25
74128,41941678,585 ,117 ,2026-01-25
74129,41942230,555 ,111 ,2026-01-25
74130,41942783,94 ,19 ,2026-01-25
74131,41943335,730 ,146 ,2026-01-25
74132,41943887,387 ,77 ,2026-01-25
74133,41944440,114 ,23 ,2026-01-25
74134,41944992,1113 ,223 ,2026-01-25
74135,41945544,52 ,10 ,2026-01-25
74136,41946097,450 ,90 ,2026-01-25
74137,41946649,678 ,136 ,2026-01-25
74138,41947201,1144 ,229 ,2026-01-25
74139,41947753,875 ,175 ,2026-01-25
74140,41948306,998 ,200 ,2026-01-25
74141,41948858,56 ,11 ,2026-01-25
74142,41949410,967 ,193 ,2026-01-25
74143,41949963,233 ,47 ,2026-01-25
74144,41950515,1187 ,237 ,2026-01-25
74145,41951067,1073 ,215 ,2026-01-25
74146,41951620,719 ,144 ,2026-01-25
74147,41952172,1006 ,201 ,2026-01-25
74148,41952724,515 ,103 ,2026-01-25
74149,41953276,1046 ,209 ,2026-01-25
74150,41953829,457 ,91 ,2026-01-25
74151,41954381,785 ,157 ,2026-01-25
74152,41954933,922 ,184 ,2026-01-25
74153,41955486,365 ,73 ,2026-01-25
74154,41956038,608 ,122 ,2026-01-25
74155,41956590,295 ,59 ,2026-01-25
74156,41957143,754 ,151 ,2026-01-25
74157,41957695,218 ,44 ,2026-01-25
74158,41958247,344 ,69 ,2026-01-25
74159,41958799,334 ,67 ,2026-01-25
74160,41959352,1101 ,220 ,2026-01-25
74161,41959904,771 ,154 ,2026-01-25
74162,41960456,1036 ,207 ,2026-01-25
74163,41961009,985 ,197 ,2026-01-25
74164,41961561,50 ,10 ,2026-01-25
74165,41962113,706 ,141 ,2026-01-25
74166,41962666,1025 ,205 ,2026-01-25
74167,41963218,1022 ,204 ,2026-01-25
74168,41963770,1125 ,225 ,2026-01-25
74169,41964322,647 ,129 ,2026-01-25
74170,41964875,121 ,24 ,2026-01-25
74171,41965427,480 ,96 ,2026-01-25
74172,41965979,994 ,199 ,2026-01-25
74173,41966532,371 ,74 ,2026-01-25
74174,41967084,681 ,136 ,2026-01-25
74175,41967636,54 ,11 ,2026-01-25
74176,41968189,728 ,146 ,2026-01-25
74177,41968741,230 ,46 ,2026-01-25
74178,41969293,929 ,186 ,2026-01-25
74179,41969845,62 ,12 ,2026-01-25
74180,41970398,1039 ,208 ,2026-01-25
74181,41970950,289 ,58 ,2026-01-25
74182,41971502,1001 ,200 ,2026-01-25
74183,41972055,336 ,67 ,2026-01-25
74184,41972607,649 ,130 ,2026-01-25
74185,41973159,888 ,178 ,2026-01-25
74186,41973712,514 ,103 ,2026-01-25
74187,41974264,476 ,95 ,2026-01-25
74188,41974816,253 ,51 ,2026-01-25
74189,41975368,53 ,11 ,2026-01-25
74190,41975921,509 ,102 ,2026-01-25
74191,41976473,368 ,74 ,2026-01-25
74192,41977025,679 ,136 ,2026-01-25
74193,41977578,237 ,47 ,2026-01-25
74194,41978130,809 ,162 ,2026-01-25
74195,41978682,511 ,102 ,2026-01-25
74196,41979235,62 ,12 ,2026-01-25
74197,41979787,682 ,136 ,2026-01-25
74198,41980339,638 ,128 ,2026-01-25
74199,41980891,824 ,165 ,2026-01-25
74200,41981444,725 ,145 ,2026-01-25
74201,41981996,603 ,121 ,2026-01-25
74202,41982548,511 ,102 ,2026-01-25
74203,41983101,530 ,106 ,2026-01-25
74204,41983653,1034 ,207 ,2026-01-25
74205,41984205,1161 ,232 ,2026-01-25
74206,41984758,1013 ,203 ,2026-01-25
74207,41985310,1034 ,207 ,2026-01-25
74208,41985862,828 ,166 ,2026-01-25
74209,41986414,362 ,72 ,2026-01-25
74210,41986967,190 ,38 ,2026-01-25
74211,41987519,476 ,95 ,2026-01-25
74212,41988071,56 ,11 ,2026-01-25
74213,41988624,1008 ,202 ,2026-01-25
74214,41989176,391 ,78 ,2026-01-25
74215,41989728,379 ,76 ,2026-01-25
74216,41990281,281 ,56 ,2026-01-25
74217,41990833,1110 ,222 ,2026-01-25
74218,41991385,892 ,178 ,2026-01-25
74219,41991937,587 ,117 ,2026-01-25
74220,41992490,866 ,173 ,2026-01-25
74221,41993042,703 ,141 ,2026-01-25
74222,41993594,115 ,23 ,2026-01-25
74223,41994147,488 ,98 ,2026-01-25
74224,41994699,821 ,164 ,2026-01-25
74225,41995251,623 ,125 ,2026-01-25
74226,41995804,696 ,139 ,2026-01-25
74227,41996356,401 ,80 ,2026-01-25
74228,41996908,934 ,187 ,2026-01-25
74229,41997460,1070 ,214 ,2026-01-25
74230,41998013,1171 ,234 ,2026-01-25
74231,41998565,157 ,31 ,2026-01-25
74232,41999117,170 ,34 ,2026-01-25
74233,41999670,132 ,26 ,2026-01-25
74234,42000222,324 ,65 ,2026-01-25
74235,42000774,722 ,144 ,2026-01-25
74236,42001327,830 ,166 ,2026-01-25
74237,42001879,479 ,96 ,2026-01-25
74238,42002431,559 ,112 ,2026-01-25
74239,42002983,948 ,190 ,2026-01-25
74240,42003536,337 ,67 ,2026-01-25
74241,42004088,506 ,101 ,2026-01-25
74242,42004640,309 ,62 ,2026-01-25
74243,42005193,1054 ,211 ,2026-01-25
74244,42005745,666 ,133 ,2026-01-25
74245,42006297,333 ,67 ,2026-01-25
74246,42006850,1077 ,215 ,2026-01-25
74247,42007402,904 ,181 ,2026-01-25
74248,42007954,64 ,13 ,2026-01-25
74249,42008506,133 ,27 ,2026-01-25
74250,42009059,408 ,82 ,2026-01-25
74251,42009611,707 ,141 ,2026-01-25
74252,42010163,951 ,190 ,2026-01-25
74253,42010716,552 ,110 ,2026-01-25
74254,42011268,96 ,19 ,2026-01-25
74255,42011820,737 ,147 ,2026-01-25
74256,42012373,673 ,135 ,2026-01-25
74257,42012925,76 ,15 ,2026-01-25
74258,42013477,325 ,65 ,2026-01-25
74259,42014029,1016 ,203 ,2026-01-25
74260,42014582,499 ,100 ,2026-01-25
74261,42015134,615 ,123 ,2026-01-25
74262,42015686,990 ,198 ,2026-01-25
74263,42016239,263 ,53 ,2026-01-25
74264,42016791,884 ,177 ,2026-01-25
74265,42017343,243 ,49 ,2026-01-25
74266,42017896,661 ,132 ,2026-01-25
74267,42018448,267 ,53 ,2026-01-25
74268,42019000,200 ,40 ,2026-01-25
74269,42019552,462 ,92 ,2026-01-25
74270,42020105,911 ,182 ,2026-01-25
74271,42020657,705 ,141 ,2026-01-25
74272,42021209,571 ,114 ,2026-01-25
74273,42021762,674 ,135 ,2026-01-25
74274,42022314,127 ,25 ,2026-01-25
74275,42022866,77 ,15 ,2026-01-25
74276,42023419,964 ,193 ,2026-01-25
74277,42023971,1188 ,238 ,2026-01-25
74278,42024523,453 ,91 ,2026-01-25
74279,42025075,977 ,195 ,2026-01-25
74280,42025628,64 ,13 ,2026-01-25
74281,42026180,748 ,150 ,2026-01-25
74282,42026732,507 ,101 ,2026-01-25
74283,42027285,445 ,89 ,2026-01-25
74284,42027837,500 ,100 ,2026-01-25
74285,42028389,459 ,92 ,2026-01-25
74286,42028942,295 ,59 ,2026-01-25
74287,42029494,1094 ,219 ,2026-01-25
74288,42030046,208 ,42 ,2026-01-25
74289,42030598,394 ,79 ,2026-01-25
74290,42031151,643 ,129 ,2026-01-25
74291,42031703,671 ,134 ,2026-01-25
74292,42032255,1172 ,234 ,2026-01-25
74293,42032808,1107 ,221 ,2026-01-25
74294,42033360,925 ,185 ,2026-01-25
74295,42033912,677 ,135 ,2026-01-25
74296,42034465,649 ,130 ,2026-01-25
74297,42035017,710 ,142 ,2026-01-25
74298,42035569,1124 ,225 ,2026-01-25
74299,42036121,919 ,184 ,2026-01-25
74300,42036674,934 ,187 ,2026-01-25
74301,42037226,497 ,99 ,2026-01-25
74302,42037778,1033 ,207 ,2026-01-25
74303,42038331,525 ,105 ,2026-01-25
74304,42038883,491 ,98 ,2026-01-25
74305,42039435,665 ,133 ,2026-01-25
74306,42039988,606 ,121 ,2026-01-25
74307,42040540,758 ,152 ,2026-01-25
74308,42041092,1187 ,237 ,2026-01-25
74309,42041644,863 ,173 ,2026-01-25
74310,42042197,1099 ,220 ,2026-01-25
74311,42042749,924 ,185 ,2026-01-25
74312,42043301,244 ,49 ,2026-01-25
74313,42043854,1167 ,233 ,2026-01-25
74314,42044406,626 ,125 ,2026-01-25
74315,42044958,263 ,53 ,2026-01-25
74316,42045511,452 ,90 ,2026-01-25
74317,42046063,615 ,123 ,2026-01-25
74318,42046615,1078 ,216 ,2026-01-25
74319,42047167,65 ,13 ,2026-01-25
74320,42047720,1189 ,238 ,2026-01-25
74321,42048272,588 ,118 ,2026-01-25
74322,42048824,241 ,48 ,2026-01-25
74323,42049377,456 ,91 ,2026-01-25
74324,42049929,319 ,64 ,2026-01-25
74325,42050481,907 ,181 ,2026-01-25
74326,42051034,801 ,160 ,2026-01-25
74327,42051586,1187 ,237 ,2026-01-25
74328,42052138,774 ,155 ,2026-01-25
74329,42052690,229 ,46 ,2026-01-25
74330,42053243,561 ,112 ,2026-01-25
74331,42053795,870 ,174 ,2026-01-25
74332,42054347,751 ,150 ,2026-01-25
74333,42054900,508 ,102 ,2026-01-25
74334,42055452,913 ,183 ,2026-01-25
74335,42056004,264 ,53 ,2026-01-25
74336,42056557,300 ,60 ,2026-01-25
74337,42057109,134 ,27 ,2026-01-25
74338,42057661,198 ,40 ,2026-01-25
74339,42058213,1188 ,238 ,2026-01-25
74340,42058766,513 ,103 ,2026-01-25
74341,42059318,696 ,139 ,2026-01-25
74342,42059870,1000 ,200 ,2026-01-25
74343,42060423,537 ,107 ,2026-01-25
74344,42060975,770 ,154 ,2026-01-25
74345,42061527,874 ,175 ,2026-01-25
74346,42062080,52 ,10 ,2026-01-25
74347,42062632,292 ,58 ,2026-01-25
74348,42063184,1039 ,208 ,2026-01-25
74349,42063736,506 ,101 ,2026-01-25
74350,42064289,714 ,143 ,2026-01-25
74351,42064841,56 ,11 ,2026-01-25
74352,42065393,1120 ,224 ,2026-01-25
74353,42065946,480 ,96 ,2026-01-25
74354,42066498,132 ,26 ,2026-01-25
74355,42067050,1095 ,219 ,2026-01-25
74356,42067603,820 ,164 ,2026-01-25
74357,42068155,534 ,107 ,2026-01-25
74358,42068707,286 ,57 ,2026-01-25
74359,42069259,649 ,130 ,2026-01-25
74360,42069812,573 ,115 ,2026-01-25
74361,42070364,1093 ,219 ,2026-01-25
74362,42070916,871 ,174 ,2026-01-25
74363,42071469,379 ,76 ,2026-01-25
74364,42072021,236 ,47 ,2026-01-25
74365,42072573,789 ,158 ,2026-01-25
74366,42073126,1195 ,239 ,2026-01-25
74367,42073678,210 ,42 ,2026-01-25
74368,42074230,1152 ,230 ,2026-01-25
74369,42074782,693 ,139 ,2026-01-25
74370,42075335,740 ,148 ,2026-01-25
74371,42075887,542 ,108 ,2026-01-25
74372,42076439,910 ,182 ,2026-01-25
74373,42076992,233 ,47 ,2026-01-25
74374,42077544,979 ,196 ,2026-01-25
74375,42078096,584 ,117 ,2026-01-25
74376,42078649,547 ,109 ,2026-01-25
74377,42079201,614 ,123 ,2026-01-25
74378,42079753,1093 ,219 ,2026-01-25
74379,42080305,619 ,124 ,2026-01-25
74380,42080858,700 ,140 ,2026-01-25
74381,42081410,432 ,86 ,2026-01-25
74382,42081962,143 ,29 ,2026-01-25
74383,42082515,463 ,93 ,2026-01-25
74384,42083067,575 ,115 ,2026-01-25
74385,42083619,769 ,154 ,2026-01-25
74386,42084172,571 ,114 ,2026-01-25
74387,42084724,245 ,49 ,2026-01-25
74388,42085276,736 ,147 ,2026-01-25
74389,42085828,259 ,52 ,2026-01-25
74390,42086381,117 ,23 ,2026-01-25
74391,42086933,166 ,33 ,2026-01-25
74392,42087485,1102 ,220 ,2026-01-25
74393,42088038,564 ,113 ,2026-01-25
74394,42088590,703 ,141 ,2026-01-25
74395,42089142,1089 ,218 ,2026-01-25
74396,42089695,280 ,56 ,2026-01-25
74397,42090247,627 ,125 ,2026-01-25
74398,42090799,344 ,69 ,2026-01-25
74399,42091351,308 ,62 ,2026-01-25
74400,42091904,1145 ,229 ,2026-01-25
74401,42092456,411 ,82 ,2026-01-25
74402,42093008,1147 ,229 ,2026-01-25
74403,42093561,1103 ,221 ,2026-01-25
74404,42094113,971 ,194 ,2026-01-25
74405,42094665,873 ,175 ,2026-01-25
74406,42095218,522 ,104 ,2026-01-25
74407,42095770,272 ,54 ,2026-01-25
74408,42096322,729 ,146 ,2026-01-25
74409,42096874,416 ,83 ,2026-01-25
74410,42097427,324 ,65 ,2026-01-25
74411,42097979,593 ,119 ,2026-01-25
74412,42098531,1018 ,204 ,2026-01-25
74413,42099084,1171 ,234 ,2026-01-25
74414,42099636,1136 ,227 ,2026-01-25
74415,42100188,417 ,83 ,2026-01-25
74416,42100741,200 ,40 ,2026-01-25
74417,42101293,62 ,12 ,2026-01-25
74418,42101845,555 ,111 ,2026-01-25
74419,42102397,79 ,16 ,2026-01-25
74420,42102950,90 ,18 ,2026-01-25
74421,42103502,140 ,28 ,2026-01-25
74422,42104054,795 ,159 ,2026-01-25
74423,42104607,649 ,130 ,2026-01-25
74424,42105159,339 ,68 ,2026-01-25
74425,42105711,460 ,92 ,2026-01-25
74426,42106264,283 ,57 ,2026-01-25
74427,42106816,388 ,78 ,2026-01-25
74428,42107368,224 ,45 ,2026-01-25
74429,42107920,735 ,147 ,2026-01-25
74430,42108473,377 ,75 ,2026-01-25
74431,42109025,449 ,90 ,2026-01-25
74432,42109577,863 ,173 ,2026-01-25
74433,42110130,849 ,170 ,2026-01-25
74434,42110682,415 ,83 ,2026-01-25
74435,42111234,533 ,107 ,2026-01-25
74436,42111787,162 ,32 ,2026-01-25
74437,42112339,532 ,106 ,2026-01-25
74438,42112891,1126 ,225 ,2026-01-25
74439,42113443,308 ,62 ,2026-01-25
74440,42113996,778 ,156 ,2026-01-25
74441,42114548,108 ,22 ,2026-01-25
74442,42115100,388 ,78 ,2026-01-25
74443,42115653,304 ,61 ,2026-01-25
74444,42116205,992 ,198 ,2026-01-25
74445,42116757,902 ,180 ,2026-01-25
74446,42117310,967 ,193 ,2026-01-25
74447,42117862,286 ,57 ,2026-01-25
74448,42118414,331 ,66 ,2026-01-25
74449,42118966,169 ,34 ,2026-01-25
74450,42119519,691 ,138 ,2026-01-25
74451,42120071,915 ,183 ,2026-01-25
74452,42120623,1123 ,225 ,2026-01-25
74453,42121176,666 ,133 ,2026-01-25
74454,42121728,847 ,169 ,2026-01-25
74455,42122280,952 ,190 ,2026-01-25
74456,42122833,835 ,167 ,2026-01-25
74457,42123385,671 ,134 ,2026-01-25
74458,42123937,1167 ,233 ,2026-01-25
74459,42124489,250 ,50 ,2026-01-25
